客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
怎样区别A股和港股通的退市制度？,A股和港股通退市制度的区别,"['A股和港股通退市制度的区别', 'A股和港股的显示颜色有什么区别？', '深市港股通有哪些特别风险？', '深港通股票为A+H股的，A股停牌与H股停牌是否同步？', '深港通标的股票范围？']",0.999498129,A股和港股通退市制度的区别,1,1
银证转账转不出,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '信用账户资金无法转出的原因', '外币证券转银行限额', '转账失败的原因？', '银证转账的时间？']",0.998822868,证券转银行为什么转不了？,1,1
请问一下，当天从银行转证券账户的钱，不能买股票吗？,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '为何账户有资金无法转出？']",0.988557577,当日卖出股票后可以转出资金吗？,1,1
请问我要开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.992089033,创业板如何开通,1,1
我的开户有通过了吗？,如何开户？,"['如何开户？', '信用账户开通条件', '如何注销信用账户？', '信用证券账户卡遗失应如何处理？', '自助开户后如何补办三方存管？']",0.992214262,如何开户？,1,1
最少多少资金,信用账户资金无法转出的原因,"['信用账户资金无法转出的原因', '为何账户有资金无法转出？', '为什么资金可用不可取？', '如何调整融资融券授信额度？', '多少资金能达到多少的佣金？']",0.812433243,多少资金能达到多少的佣金？,0,1
可以开通创业版吗,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户可以网上开通吗？']",0.95231849,创业板如何开通,1,1
应该登陆哪个账号,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', 'A股账户销户需由本人亲自办理吗？', '信用证券账户卡遗失应如何处理？']",0.590581954,如何开户？,1,1
你好我的账号怎么登录不上,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何注销证券账户？', '如何注销信用账户？']",0.7846542,如何开户？,1,1
我的登录帐号忘了,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '客户编号忘记了如何找回？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？']",0.985167682,手机账号忘记了怎么办,1,1
新股上市当天，开盘集合竞价的申报价格涨跌幅有什么限制？,新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？,"['新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？', '网下打新申报价格有什么规定？', '深交所对竞价交易临时停牌有何规定？', '网下打新申报数量有什么规定？', '如何修改成本价数值？']",0.999670625,新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？,1,1
我要开通创业板怎么办里,创业板如何开通,"['创业板如何开通', '创业板权限开通的办理时间', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？']",0.992656291,创业板如何开通,1,1
手续费怎么查询,如何查询佣金费率？,"['如何查询佣金费率？', '多少资金能达到多少的佣金？', '网上开户佣金是多少？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？']",0.987597406,如何查询佣金费率？,1,1
怎么样更改之前填写的中签提醒的手机号码,新股中签如何缴款？,"['新股中签如何缴款？', '如何修改接收新股中签提醒短信的手机号码？', '信用账户新股中签缴款占用了自有资金会影响维持担保比例吗？', '新股中签扣款时对金快线有什么影响？', '新股中签扣款时对现金增利有什么影响？']",0.992404163,如何修改接收新股中签提醒短信的手机号码？,0,1
您好！我准备销户，把剩下的股票卖了，然后证劵转银行，怎么提示禁止什么的,如何注销证券账户？,"['如何注销证券账户？', '如何开户？', '如何注销信用账户？', 'A股账户销户有哪些注意事项？', '信用账户销户条件？']",0.993424892,A股账户销户有哪些注意事项？,0,1
深交所对于竞价交易临时停牌有什么规则？,深交所对竞价交易临时停牌有何规定？,"['深交所对竞价交易临时停牌有何规定？', '深交所上市债券实行全价交易有哪些？', '深交所上市债券实行净价交易有哪些？', '新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？', '深交所新股上市首日临时停牌期间接受委托吗？']",0.999889016,深交所对竞价交易临时停牌有何规定？,1,1
你好，咨询一下，申购新股需要具备那些条件？求解答谢谢,新股申购的条件？,"['新股申购的条件？', '新股申购有数量要求吗？', '新股申购的市值计算范围？', '新股申购的回拨机制？', '申购新股后为何查询不到配号？']",0.997323215,新股申购的条件？,1,1
想网上开户，身份证过期怎么办,身份证过期可以办理开户吗？,"['身份证过期可以办理开户吗？', '身份证过期如何办理？', '身份证到期影响账户交易吗？', '信用账户可以网上开通吗？', '网下申购新股所得的股份有锁定期吗？']",0.998299658,身份证过期可以办理开户吗？,1,1
您好想买申购的新股，需要具备什么条件,新股申购的条件？,"['新股申购的条件？', '新股申购有数量要求吗？', '新股申购数量上限', '新股申购的市值计算范围？', '新股申购可以撤单吗？']",0.998005927,新股申购的条件？,1,1
信用账户怎么注销？,如何注销信用账户？,"['如何注销信用账户？', '如何注销证券账户？', '信用账户销户条件？', '信用证券账户卡遗失应如何处理？', 'A股账户销户有哪些注意事项？']",0.99426645,如何注销信用账户？,1,1
新股中签扣款时对金快线的影响是什么？,新股中签扣款时对金快线有什么影响？,"['新股中签扣款时对金快线有什么影响？', '新股中签扣款时对现金增利有什么影响？', '新股中签如何缴款？', '如何修改接收新股中签提醒短信的手机号码？', '新股中签后股份何时上市？']",0.999647379,新股中签扣款时对金快线有什么影响？,1,1
银行转证卷为何失败,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.999314666,证券转银行为什么转不了？,1,1
我的账户怎么登陆不上,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '如何注销信用账户？', '手机账号忘记了怎么办']",0.964690506,如何开户？,1,1
新股上市当天，开盘集合竞价的申报价格涨跌幅限制是什么？,新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？,"['新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？', '网下打新申报价格有什么规定？', '深交所对竞价交易临时停牌有何规定？', '网下打新申报数量有什么规定？', '如何修改成本价数值？']",0.999670625,新股上市当天，开盘集合竞价的申报价格涨跌幅有何限制？,1,1
身份证过期了会影响账户交易吗？,身份证到期影响账户交易吗？,"['身份证到期影响账户交易吗？', '身份证过期可以办理开户吗？', '身份证过期如何办理？', 'A股自助开户时转账失败，如何处理？', '信用证券账户卡遗失应如何处理？']",0.99740845,身份证到期影响账户交易吗？,1,1
为什么证券转银行不能转,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.998946965,证券转银行为什么转不了？,1,1
新三板协议转让成交的方式有哪几种？,新三板转让方式有哪些？,"['新三板转让方式有哪些？', '新三板协议转让有哪些成交情况？', '新三板做市转让的申报规则？', '新三板股票协议转让的申报类型？', '新三板的投资者有哪些？']",0.999943137,新三板协议转让有哪些成交情况？,0,1
